right_track,economy_better,pres_approval,vote_intention,vote_2020,consider_trump,not_trump,cand_favorability_trump,cand_favorability_biden,trump_biden,employment,gender,census_region,race_ethnicity,household_income,education,age,state,vote_trump,vote_Biden,is_male
0,0,Somewhat disapprove,"No, I will not vote but I am eligible",I would not vote,No,Not Asked,Haven't heard enough,Haven't heard enough,Don't Know,Part-time employed,Female,Midwest,White,"$15,000 to $19,999",High school graduate,39,IA,0,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Female,South,White,"$100,000 to $124,999",Masters degree,40,TN,0,1,0
1,1,Somewhat approve,"Yes, I will vote",Joe Biden,Yes,No,Somewhat unfavorable,Very unfavorable,Joe Biden,Full-time employed,Male,South,White,"$175,000 to $199,999",Masters degree,37,FL,0,1,1
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Retired,Female,Northeast,White,"$35,000 to $39,999",High school graduate,74,PA,1,0,0
0,0,Strongly disapprove,"No, I will not vote but I am eligible",I would not vote,No,Not Asked,Very unfavorable,Haven't heard enough,Joe Biden,Unemployed or temporarily on layoff,Female,Northeast,White,"$70,000 to $74,999",High school graduate,62,CT,0,0,0
0,0,Somewhat disapprove,"Yes, I will vote",Donald Trump,Yes,No,Somewhat unfavorable,Very unfavorable,Donald Trump,Self-employed,Male,Midwest,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",46,OH,1,0,1
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Part-time employed,Female,Northeast,White,NA,"College Degree (such as B.A., B.S.)",41,NY,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Full-time employed,Female,South,White,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",58,FL,0,1,0
0,0,Not sure,Not sure,I am not sure/don't know,Don't know,Don't know,Haven't heard enough,Haven't heard enough,Don't Know,Full-time employed,Female,Northeast,White,"$200,000 to $249,999",Doctorate degree,61,PA,0,0,0
0,0,Strongly disapprove,"No, I will not vote but I am eligible",Joe Biden,Yes,Yes,Somewhat unfavorable,Somewhat unfavorable,Donald Trump,Unemployed or temporarily on layoff,Male,West,White,"$100,000 to $124,999",Completed some high school,19,CA,1,1,1
0,0,Not sure,"No, I will not vote but I am eligible",I would not vote,No,Not Asked,Somewhat favorable,Somewhat unfavorable,Don't Know,Full-time employed,Male,West,White,NA,Masters degree,39,OR,0,0,1
0,0,Not sure,"No, I am not eligible to vote",I would not vote,Don't know,Don't know,Somewhat favorable,Very favorable,Joe Biden,Unemployed or temporarily on layoff,Female,South,White,"Less than $14,999",High school graduate,37,NC,0,0,0
0,0,Somewhat approve,Not sure,Donald Trump,Yes,No,Very favorable,Somewhat unfavorable,Donald Trump,Other:,Female,Midwest,White,"$15,000 to $19,999",Completed some high school,33,KS,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Retired,Female,Midwest,"Black, or African American","$15,000 to $19,999","Completed some college, but no degree",69,MO,0,1,0
1,1,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Don't know,Somewhat favorable,Very unfavorable,Donald Trump,Retired,Male,Midwest,Asian (Vietnamese),"$20,000 to $24,999",Associate Degree,72,MI,1,0,1
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,Yes,Very favorable,Somewhat favorable,Donald Trump,Full-time employed,Male,Northeast,White,"$175,000 to $199,999",Masters degree,38,NY,1,0,1
0,0,Strongly disapprove,Not sure,Joe Biden,No,Not Asked,Very unfavorable,Haven't heard enough,Joe Biden,Other:,Female,Midwest,White,"Less than $14,999",High school graduate,18,MI,0,1,0
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Don't know,Somewhat favorable,Very unfavorable,Donald Trump,Full-time employed,Female,South,White,NA,Masters degree,38,DE,1,0,0
0,0,Strongly disapprove,Not sure,Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Permanently disabled,Female,West,White,"$45,000 to $49,999",Associate Degree,42,CA,0,1,0
1,0,Strongly approve,Not sure,Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Retired,Female,South,Some other race,"Less than $14,999",3rd Grade or less,66,FL,1,0,0
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Somewhat favorable,Donald Trump,Full-time employed,Male,South,White,"$150,000 to $174,999",Masters degree,41,TX,1,0,1
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Somewhat unfavorable,Donald Trump,Full-time employed,Male,Northeast,White,"$150,000 to $174,999",Masters degree,42,NY,1,0,1
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Permanently disabled,Female,Midwest,White,"Less than $14,999",High school graduate,60,IL,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,NA,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Female,Northeast,White,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",57,NY,0,1,0
0,0,Somewhat approve,Not sure,I am not sure/don't know,Don't know,Don't know,Somewhat favorable,Very unfavorable,Donald Trump,Retired,Female,Midwest,White,"$25,000 to $29,999","Completed some college, but no degree",76,IL,1,0,0
0,1,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat unfavorable,Joe Biden,Student,Female,Northeast,Some other race,NA,High school graduate,19,NY,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Part-time employed,Female,Midwest,"Black, or African American","Less than $14,999","Completed some college, but no degree",27,OH,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat favorable,Somewhat favorable,Joe Biden,Full-time employed,Female,South,Some other race,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",57,AL,0,1,0
1,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Somewhat unfavorable,Donald Trump,Part-time employed,Female,South,White,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",37,MD,1,0,0
1,1,Strongly approve,"Yes, I will vote",Joe Biden,Yes,Yes,Very favorable,Somewhat favorable,Joe Biden,Full-time employed,Male,Midwest,White,"$150,000 to $174,999",Masters degree,38,KS,0,1,1
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,Yes,Somewhat unfavorable,Very unfavorable,Donald Trump,Full-time employed,Male,South,White,"$250,000 and above",Masters degree,42,VA,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Part-time employed,Male,Northeast,White,"$90,000 to $94,999","Completed some college, but no degree",77,NJ,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Female,West,White,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",65,CA,0,1,0
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Very favorable,Joe Biden,Full-time employed,Male,Northeast,White,"$250,000 and above",Masters degree,40,NY,0,1,1
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Somewhat favorable,Donald Trump,Retired,Female,Northeast,White,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",78,NJ,1,0,0
0,0,Somewhat approve,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Very unfavorable,Joe Biden,Full-time employed,Male,Northeast,White,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",39,CT,0,1,1
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,Don't know,Very favorable,Somewhat unfavorable,Donald Trump,Full-time employed,Female,South,White,NA,"Completed some graduate, but no degree",53,NC,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Male,South,White,NA,"College Degree (such as B.A., B.S.)",47,TN,0,1,1
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Yes,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Male,Northeast,White,"$150,000 to $174,999",Masters degree,39,NY,1,0,1
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Female,South,White,"$50,000 to $54,999",High school graduate,30,TN,1,0,0
1,0,Strongly approve,"Yes, I will vote",Joe Biden,Yes,Yes,Very favorable,Somewhat favorable,Joe Biden,Full-time employed,Male,West,White,"$150,000 to $174,999",Masters degree,43,CA,0,1,1
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Don't know,Somewhat favorable,Very unfavorable,Donald Trump,Self-employed,Female,South,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",67,FL,1,0,0
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Somewhat favorable,Joe Biden,Retired,Female,Northeast,White,"$50,000 to $54,999",High school graduate,83,NJ,0,1,0
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Somewhat unfavorable,Donald Trump,Unemployed or temporarily on layoff,Male,West,White,"$25,000 to $29,999",High school graduate,46,CA,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Female,Northeast,White,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",30,NH,0,1,0
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Retired,Female,Northeast,White,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",68,PA,1,0,0
1,0,Somewhat approve,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Very favorable,Joe Biden,Full-time employed,Male,West,White,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",41,CA,0,1,1
0,0,Somewhat disapprove,"Yes, I will vote",I am not sure/don't know,No,Not Asked,Somewhat unfavorable,Somewhat unfavorable,Don't Know,Full-time employed,Female,South,White,"$60,000 to $64,999","Completed some college, but no degree",55,AR,0,0,0
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Retired,Female,Northeast,White,"$15,000 to $19,999",Associate Degree,68,NY,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Part-time employed,Male,Northeast,White,"$150,000 to $174,999",Masters degree,68,PA,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Female,West,"Black, or African American","$45,000 to $49,999",High school graduate,19,CA,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Retired,Male,Northeast,White,"$150,000 to $174,999","Completed some college, but no degree",64,PA,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Full-time employed,Female,Midwest,"Black, or African American","$40,000 to $44,999",High school graduate,56,MO,0,1,0
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Male,Northeast,Some other race,"$95,000 to $99,999",Masters degree,51,NY,1,0,1
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Somewhat favorable,Joe Biden,Part-time employed,Female,Midwest,White,"$75,000 to $79,999",Associate Degree,29,OH,0,1,0
0,0,Somewhat disapprove,"No, I am not eligible to vote",I am not sure/don't know,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Part-time employed,Male,West,White,"$15,000 to $19,999","Completed some college, but no degree",33,CA,0,0,1
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Somewhat unfavorable,Donald Trump,Unemployed or temporarily on layoff,Male,Midwest,White,"Less than $14,999",Completed some high school,30,MO,1,0,1
0,1,Somewhat approve,Not sure,Donald Trump,Don't know,Don't know,Somewhat favorable,Very unfavorable,Donald Trump,Permanently disabled,Female,Midwest,White,"Less than $14,999",High school graduate,60,OH,1,0,0
1,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Unemployed or temporarily on layoff,Male,South,Some other race,"$25,000 to $29,999","Completed some college, but no degree",30,FL,0,1,1
1,0,Somewhat approve,"Yes, I will vote",Joe Biden,No,NA,Somewhat favorable,Very favorable,Joe Biden,Full-time employed,Male,Northeast,White,"$125,000 to $149,999",Masters degree,42,NY,0,1,1
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Somewhat unfavorable,Donald Trump,Full-time employed,Male,Midwest,White,"$75,000 to $79,999","Completed some college, but no degree",46,OH,1,0,1
1,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Don't know,Somewhat favorable,Very unfavorable,Donald Trump,Self-employed,Male,Northeast,White,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",57,MA,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",I would not vote,No,Not Asked,Very unfavorable,Very unfavorable,Don't Know,Full-time employed,Male,South,Some other race,"$30,000 to $34,999",Associate Degree,30,AL,0,0,1
0,0,Strongly disapprove,"Yes, I will vote",I am not sure/don't know,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Retired,Female,Midwest,"Black, or African American","$70,000 to $74,999",Associate Degree,64,MO,0,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Full-time employed,Female,South,White,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",46,TX,0,1,0
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,Yes,Very favorable,Somewhat favorable,Donald Trump,Full-time employed,Male,Midwest,White,"$250,000 and above",Masters degree,39,IL,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Full-time employed,Male,South,White,"$90,000 to $94,999","Completed some graduate, but no degree",31,MD,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Very favorable,Joe Biden,Student,Male,South,"Black, or African American","$25,000 to $29,999","College Degree (such as B.A., B.S.)",28,FL,0,1,1
0,0,Strongly disapprove,"No, I am not eligible to vote",I would not vote,Don't know,Don't know,Haven't heard enough,Haven't heard enough,Don't Know,Full-time employed,Female,South,White,"$60,000 to $64,999",Completed some high school,60,VA,0,0,0
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Retired,Female,Midwest,White,"$30,000 to $34,999",High school graduate,79,OH,1,0,0
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Somewhat favorable,Donald Trump,Full-time employed,Female,Northeast,White,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",57,NY,1,0,0
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Somewhat unfavorable,Donald Trump,Full-time employed,Male,Midwest,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",36,MI,1,0,1
0,0,Somewhat disapprove,"No, I am not eligible to vote",I am not sure/don't know,No,Not Asked,Somewhat unfavorable,Somewhat favorable,Don't Know,Full-time employed,Male,Northeast,White,"$150,000 to $174,999",High school graduate,64,PA,0,0,1
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Somewhat favorable,Joe Biden,Retired,Male,South,White,"$100,000 to $124,999","Completed some college, but no degree",68,NC,0,1,1
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Somewhat favorable,Joe Biden,Part-time employed,Female,Northeast,"Black, or African American","$60,000 to $64,999",Associate Degree,57,NY,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Self-employed,Male,South,"Black, or African American","$25,000 to $29,999",High school graduate,25,GA,0,1,1
0,0,Somewhat disapprove,"No, I will not vote but I am eligible",I am not sure/don't know,Don't know,Don't know,Somewhat unfavorable,Somewhat unfavorable,Don't Know,Full-time employed,Female,Midwest,White,"$35,000 to $39,999",High school graduate,46,OH,0,0,0
0,1,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Yes,Very favorable,Somewhat favorable,Donald Trump,Full-time employed,Male,West,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",51,AZ,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very favorable,Very favorable,Joe Biden,Unemployed or temporarily on layoff,Male,South,"Black, or African American","$70,000 to $74,999",Associate Degree,58,GA,0,1,1
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Homemaker,Male,Midwest,White,"$15,000 to $19,999","Completed some college, but no degree",63,OH,1,0,1
1,1,Somewhat approve,"Yes, I will vote",Joe Biden,Yes,No,Somewhat unfavorable,Very favorable,Joe Biden,Part-time employed,Male,Northeast,"Black, or African American","$75,000 to $79,999","College Degree (such as B.A., B.S.)",24,NY,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Someone else,Don't know,Yes,Very unfavorable,Somewhat unfavorable,Joe Biden,Retired,Male,Midwest,White,"$40,000 to $44,999","Completed some graduate, but no degree",67,OH,0,0,1
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,Yes,Very favorable,Somewhat favorable,Donald Trump,Full-time employed,Male,Northeast,White,"$175,000 to $199,999",Masters degree,43,NY,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Female,Northeast,Asian (Chinese),NA,"College Degree (such as B.A., B.S.)",59,NY,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Retired,Male,South,White,"$250,000 and above",Doctorate degree,73,AL,0,1,1
0,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Somewhat unfavorable,Donald Trump,Self-employed,Male,South,White,"$15,000 to $19,999",Masters degree,54,GA,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Retired,Male,Midwest,White,"$70,000 to $74,999","Completed some college, but no degree",60,WI,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Haven't heard enough,Joe Biden,Student,Male,West,White,NA,"Completed some graduate, but no degree",42,CA,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Retired,Male,Northeast,White,"$15,000 to $19,999",Associate Degree,63,NY,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Male,Midwest,White,"$95,000 to $99,999","Completed some college, but no degree",40,IL,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Full-time employed,Male,South,White,"$150,000 to $174,999",Masters degree,49,FL,0,1,1
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Full-time employed,Male,South,"Black, or African American","$50,000 to $54,999",High school graduate,21,FL,0,1,1
0,0,Somewhat disapprove,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Very unfavorable,Donald Trump,Retired,Male,Midwest,White,"$40,000 to $44,999","Completed some college, but no degree",60,MO,1,0,1
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Retired,Male,Midwest,White,"$65,000 to $69,999",Other post high school vocational training,71,OH,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Full-time employed,Male,Northeast,White,"$30,000 to $34,999",Other post high school vocational training,33,PA,0,1,1
0,0,Somewhat disapprove,"No, I will not vote but I am eligible",Donald Trump,Yes,Yes,Somewhat unfavorable,Very unfavorable,Donald Trump,Full-time employed,Male,Midwest,White,"$35,000 to $39,999",High school graduate,58,OH,1,0,1
0,0,Strongly disapprove,Not sure,Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Retired,Female,South,"Black, or African American","$35,000 to $39,999",Associate Degree,55,TX,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,Yes,Yes,Very unfavorable,Very unfavorable,Joe Biden,Retired,Male,West,White,"$20,000 to $24,999",High school graduate,59,AZ,0,1,1
0,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Retired,Male,Northeast,White,"$70,000 to $74,999","Completed some college, but no degree",83,NJ,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Self-employed,Male,South,"Black, or African American","$100,000 to $124,999","College Degree (such as B.A., B.S.)",64,FL,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Male,Midwest,White,"$80,000 to $84,999","Completed some graduate, but no degree",48,MI,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Male,South,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",45,NC,0,1,1
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Somewhat unfavorable,Donald Trump,Full-time employed,Male,Midwest,White,"$85,000 to $89,999","College Degree (such as B.A., B.S.)",56,WI,1,0,1
0,0,Strongly disapprove,Not sure,I am not sure/don't know,No,Not Asked,Very unfavorable,Haven't heard enough,Don't Know,Other:,Female,Midwest,Some other race,"Less than $14,999",Completed some high school,23,IL,0,0,0
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Retired,Male,South,White,"$65,000 to $69,999","Completed some college, but no degree",68,FL,1,0,1
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,Yes,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Male,South,White,"$50,000 to $54,999","Completed some college, but no degree",37,GA,1,0,1
0,0,Somewhat disapprove,"No, I will not vote but I am eligible",I am not sure/don't know,No,Not Asked,Very favorable,Very favorable,Joe Biden,Self-employed,Female,South,White,"$45,000 to $49,999","Completed some college, but no degree",40,FL,0,0,0
1,1,Somewhat disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Full-time employed,Male,South,White,"$250,000 and above",Doctorate degree,35,TX,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Retired,Female,Midwest,"Black, or African American","$25,000 to $29,999",Associate Degree,66,IN,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",I am not sure/don't know,No,Not Asked,Very unfavorable,Somewhat unfavorable,Joe Biden,Unemployed or temporarily on layoff,Male,South,White,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",45,AL,0,0,1
0,0,Somewhat disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat unfavorable,Somewhat unfavorable,Joe Biden,Full-time employed,Male,Midwest,Some other race,"$60,000 to $64,999",High school graduate,45,WI,0,1,1
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Part-time employed,Male,West,White,"$30,000 to $34,999",Other post high school vocational training,61,AZ,1,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Retired,Female,Midwest,White,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",72,IA,0,1,0
1,0,Somewhat approve,"No, I am not eligible to vote",Donald Trump,Yes,No,Very favorable,Somewhat unfavorable,Donald Trump,Full-time employed,Male,South,White,"$125,000 to $149,999",Associate Degree,67,SC,1,0,1
1,1,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Male,Northeast,White,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",55,NH,1,0,1
0,1,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Full-time employed,Male,West,White,"$55,000 to $59,999","Completed some college, but no degree",20,CO,1,0,1
1,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,Don't know,Very favorable,Somewhat unfavorable,Donald Trump,Full-time employed,Male,Midwest,White,"$15,000 to $19,999",Associate Degree,46,IN,1,0,1
0,0,Somewhat approve,"Yes, I will vote",Joe Biden,No,Not Asked,Somewhat favorable,Very favorable,Joe Biden,Retired,Female,South,White,"$250,000 and above",Associate Degree,64,KY,0,1,0
1,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,Yes,Somewhat favorable,Somewhat unfavorable,Donald Trump,Full-time employed,Female,Midwest,White,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",38,MI,1,0,0
1,0,Somewhat approve,"Yes, I will vote",Donald Trump,Yes,No,Somewhat favorable,Somewhat unfavorable,Donald Trump,Retired,Female,Northeast,Asian (Chinese),"$70,000 to $74,999","College Degree (such as B.A., B.S.)",68,NJ,1,0,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat favorable,Joe Biden,Full-time employed,Male,West,White,"$85,000 to $89,999","Completed some college, but no degree",64,CA,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Somewhat unfavorable,Joe Biden,Self-employed,Male,South,White,"$15,000 to $19,999",Completed some high school,37,TX,0,1,1
0,0,Strongly approve,"Yes, I will vote",Donald Trump,Yes,No,Very favorable,Very unfavorable,Donald Trump,Self-employed,Male,Northeast,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",59,NY,1,0,1
0,0,Strongly disapprove,Not sure,I would not vote,Don't know,Don't know,Very unfavorable,Somewhat favorable,Joe Biden,Retired,Male,West,White,"Less than $14,999",High school graduate,52,WA,0,0,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Retired,Female,Midwest,White,"$80,000 to $84,999",Masters degree,63,MN,0,1,0
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Full-time employed,Male,Midwest,White,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",59,WI,0,1,1
0,0,Strongly disapprove,"Yes, I will vote",Joe Biden,No,Not Asked,Very unfavorable,Very favorable,Joe Biden,Retired,Female,South,White,"$15,000 to $19,999",Associate Degree,77,LA,0,1,0
